conz;value
33;100.5635768
11;99.35591219
3.666666667;97.82620364
1.222222222;90.70903333
0.407407407;83.94611132
0.135802469;35.0276421
33;99.3237078
11;100.5635768
3.666666667;99.08217487
1.222222222;95.29815898
0.407407407;78.82561323
0.135802469;29.87493962
33;100.2415329
11;100.2415329
3.666666667;98.43808706
1.222222222;97.47195534
0.407407407;64.65568139
0.135802469;19.08646879
